Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-10-09,15:35:00,42.05,42.05,41.91,42,4126,0
2017-10-09,15:40:00,41.92,41.92,41.92,41.92,100,0
2017-10-09,15:45:00,41.92,41.92,41.91,41.92,482,0
2017-10-09,15:50:00,41.9,41.9,41.89,41.89,300,0
2017-10-09,16:10:00,41.84,41.85,41.84,41.85,1093,0
2017-10-09,16:30:00,41.8576,41.8576,41.8576,41.8576,1530,0
2017-10-09,16:35:00,41.86,41.86,41.86,41.86,250,0
2017-10-09,16:55:00,41.817,41.817,41.817,41.817,353,0
2017-10-09,17:00:00,41.8,41.8,41.8,41.8,500,0
2017-10-09,17:05:00,41.8,41.82,41.8,41.81,766,0
2017-10-09,17:10:00,41.81,41.81,41.8,41.8,374,0
2017-10-09,17:15:00,41.82,41.82,41.82,41.82,300,0
2017-10-09,18:05:00,41.8566,41.8566,41.8566,41.8566,240,0
2017-10-09,18:10:00,41.83,41.83,41.83,41.83,210,0
2017-10-09,18:20:00,41.8415,41.8415,41.82,41.82,1795,0
2017-10-09,18:30:00,41.8157,41.8157,41.8157,41.8157,130,0
2017-10-09,18:35:00,41.81,41.81,41.8084,41.8084,3175,0
2017-10-09,18:40:00,41.8,41.8,41.8,41.8,249,0
2017-10-09,18:45:00,41.791,41.791,41.791,41.791,4920,0
2017-10-09,18:55:00,41.77,41.77,41.76,41.76,13927,0
2017-10-09,19:05:00,41.77,41.776,41.77,41.776,911,0
2017-10-09,19:15:00,41.761,41.77,41.76,41.77,30437,0
2017-10-09,19:20:00,41.7863,41.7863,41.7863,41.7863,155,0
2017-10-09,19:30:00,41.7804,41.7804,41.76,41.761,5518,0
2017-10-09,19:35:00,41.79,41.79,41.79,41.79,1100,0
2017-10-09,19:50:00,41.8034,41.8034,41.8034,41.8034,479,0
2017-10-09,19:55:00,41.8034,41.8034,41.8034,41.8034,100,0
2017-10-09,20:00:00,41.78,41.78,41.78,41.78,143,0
2017-10-09,20:25:00,41.781,41.7857,41.78,41.78,1800,0
2017-10-09,20:40:00,41.7773,41.7773,41.7647,41.77,815,0
2017-10-09,20:50:00,41.7785,41.7785,41.7785,41.7785,1754,0
2017-10-09,21:05:00,41.76,41.76,41.76,41.76,683,0
2017-10-09,21:10:00,41.748,41.748,41.748,41.748,163,0
2017-10-09,21:15:00,41.7,41.7,41.7,41.7,150,0
2017-10-09,21:25:00,41.72,41.72,41.72,41.72,300,0
2017-10-09,22:00:00,41.74,41.74,41.74,41.74,768,0
2017-10-10,15:35:00,41.8,41.8,41.8,41.8,2294,0
2017-10-10,15:45:00,41.9499,41.9499,41.9499,41.9499,100,0
2017-10-10,15:50:00,41.88,41.88,41.88,41.88,150,0
2017-10-10,15:55:00,41.89,41.89,41.84,41.84,600,0
2017-10-10,16:05:00,41.83,41.83,41.83,41.83,100,0
2017-10-10,16:10:00,41.83,41.84,41.83,41.84,300,0
2017-10-10,16:15:00,41.8696,41.8696,41.8696,41.8696,190,0
2017-10-10,16:35:00,41.8464,41.849,41.8464,41.849,300,0
2017-10-10,16:40:00,41.8368,41.8368,41.8368,41.8368,300,0
2017-10-10,16:45:00,41.8499,41.8499,41.8499,41.8499,106,0
2017-10-10,17:00:00,41.846,41.846,41.82,41.82,1110,0
2017-10-10,17:15:00,41.8212,41.8212,41.8212,41.8212,100,0
2017-10-10,17:20:00,41.82,41.82,41.82,41.82,359,0
2017-10-10,17:25:00,41.828,41.828,41.828,41.828,100,0
2017-10-10,17:40:00,41.79,41.79,41.78,41.78,1507,0
2017-10-10,17:55:00,41.79,41.79,41.79,41.79,100,0
2017-10-10,18:20:00,41.701,41.701,41.701,41.701,100,0
2017-10-10,18:30:00,41.7224,41.7224,41.7132,41.7132,1000,0
2017-10-10,18:35:00,41.7369,41.7369,41.7369,41.7369,178,0
2017-10-10,18:45:00,41.74,41.758,41.74,41.758,400,0
2017-10-10,18:50:00,41.772,41.772,41.772,41.772,292,0
2017-10-10,19:30:00,41.7526,41.7612,41.7526,41.7612,354,0
2017-10-10,19:45:00,41.77,41.77,41.77,41.77,100,0
2017-10-10,19:55:00,41.7618,41.7618,41.7618,41.7618,151,0
2017-10-10,20:20:00,41.74,41.74,41.7343,41.7343,533,0
2017-10-10,20:30:00,41.779,41.779,41.779,41.779,501,0
2017-10-10,20:35:00,41.7662,41.7662,41.7662,41.7662,681,0
2017-10-10,20:40:00,41.7623,41.7623,41.7623,41.7623,343,0
2017-10-10,20:50:00,41.78,41.78,41.78,41.78,200,0
2017-10-10,21:00:00,41.7956,41.7956,41.7956,41.7956,319,0
2017-10-10,21:10:00,41.81,41.81,41.81,41.81,100,0
2017-10-10,21:55:00,41.8595,41.8595,41.8595,41.8595,101,0
2017-10-11,15:35:00,41.8,41.8,41.8,41.8,654,0
2017-10-11,16:00:00,41.7955,41.7955,41.7955,41.7955,174,0
2017-10-11,16:15:00,41.7877,41.7877,41.7877,41.7877,595,0
2017-10-11,17:00:00,41.7821,41.7821,41.7821,41.7821,100,0
2017-10-11,17:30:00,41.775,41.775,41.775,41.775,200,0
2017-10-11,17:55:00,41.779,41.779,41.77,41.77,910,0
2017-10-11,18:00:00,41.789,41.789,41.789,41.789,133,0
2017-10-11,18:05:00,41.779,41.779,41.779,41.779,1031,0
2017-10-11,18:10:00,41.7739,41.7739,41.7739,41.7739,100,0
2017-10-11,18:30:00,41.7756,41.7756,41.7756,41.7756,500,0
2017-10-11,18:45:00,41.77,41.77,41.76,41.76,29330,0
2017-10-11,18:55:00,41.746,41.746,41.746,41.746,103,0
2017-10-11,19:15:00,41.77,41.77,41.77,41.77,100,0
2017-10-11,20:25:00,41.8,41.81,41.76,41.76,1090,0
2017-10-11,20:30:00,41.7547,41.7547,41.7547,41.7547,526,0
2017-10-11,21:10:00,41.79,41.8081,41.79,41.8081,391,0
2017-10-11,21:15:00,41.818,41.839,41.818,41.823,1689,0
2017-10-11,21:20:00,41.818,41.8263,41.818,41.8263,3008,0
2017-10-11,21:25:00,41.8224,41.8224,41.8224,41.8224,200,0
2017-10-11,21:35:00,41.794,41.794,41.794,41.794,132,0
2017-10-11,21:40:00,41.828,41.829,41.828,41.829,265,0
2017-10-11,21:45:00,41.79,41.79,41.79,41.79,190,0
2017-10-11,21:50:00,41.8102,41.8102,41.8102,41.8102,300,0
2017-10-11,22:00:00,41.8299,41.8299,41.8299,41.8299,154,0
2017-10-12,15:35:00,41.82,41.82,41.8,41.8,1416,0
2017-10-12,15:45:00,41.75,41.75,41.75,41.75,200,0
2017-10-12,15:50:00,41.7,41.7,41.7,41.7,200,0
2017-10-12,15:55:00,41.7,41.7176,41.7,41.7176,200,0
2017-10-12,16:20:00,41.74,41.74,41.74,41.74,200,0
2017-10-12,16:30:00,41.7741,41.7741,41.72,41.7472,450,0
2017-10-12,17:00:00,41.73,41.783,41.72,41.783,676,0
2017-10-12,17:20:00,41.7645,41.7645,41.7401,41.7401,1666,0
2017-10-12,17:30:00,41.7614,41.7614,41.7614,41.7614,250,0
2017-10-12,17:35:00,41.773,41.788,41.755,41.755,592,0
2017-10-12,17:55:00,41.7839,41.7839,41.765,41.765,2139,0
2017-10-12,18:10:00,41.7702,41.7702,41.7702,41.7702,838,0
2017-10-12,18:35:00,41.7729,41.7729,41.7729,41.7729,1400,0
2017-10-12,18:55:00,41.773,41.773,41.773,41.773,345,0
2017-10-12,19:00:00,41.768,41.768,41.768,41.768,181,0
2017-10-12,19:15:00,41.7743,41.7743,41.7743,41.7743,100,0
2017-10-12,19:45:00,41.7581,41.7583,41.7581,41.7583,521,0
2017-10-12,19:55:00,41.743,41.743,41.743,41.743,1001,0
2017-10-12,20:50:00,41.74,41.75,41.74,41.74,906,0
2017-10-12,20:55:00,41.701,41.701,41.701,41.701,150,0
2017-10-12,21:00:00,41.68,41.68,41.68,41.68,173,0
2017-10-12,21:05:00,41.7002,41.7002,41.7002,41.7002,658,0
2017-10-12,21:10:00,41.72,41.72,41.72,41.72,500,0
2017-10-12,21:40:00,41.7,41.7246,41.7,41.7246,589,0
2017-10-12,22:00:00,41.6984,41.6984,41.6984,41.6984,233,0
2017-10-13,15:35:00,41.85,41.85,41.788,41.788,443,0
2017-10-13,15:50:00,41.8037,41.8037,41.8037,41.8037,100,0
2017-10-13,16:05:00,41.82,41.82,41.82,41.82,300,0
2017-10-13,16:20:00,41.8468,41.86,41.8468,41.86,442,0
2017-10-13,16:25:00,41.86,41.86,41.86,41.86,100,0
2017-10-13,16:30:00,41.869,41.869,41.869,41.869,549,0
2017-10-13,16:35:00,41.87,41.8899,41.87,41.8899,319,0
2017-10-13,16:40:00,41.89,41.89,41.89,41.89,100,0
2017-10-13,16:55:00,41.885,41.885,41.885,41.885,244,0
2017-10-13,17:00:00,41.8724,41.8724,41.8724,41.8724,100,0
2017-10-13,17:15:00,41.8668,41.8668,41.8668,41.8668,200,0
2017-10-13,17:30:00,41.861,41.861,41.861,41.861,101,0
2017-10-13,17:55:00,41.8893,41.8893,41.8893,41.8893,124,0
2017-10-13,18:00:00,41.8823,41.8823,41.8823,41.8823,100,0
2017-10-13,18:35:00,41.8924,41.8924,41.8924,41.8924,668,0
2017-10-13,18:40:00,41.8925,41.8925,41.8925,41.8925,151,0
2017-10-13,18:55:00,41.887,41.887,41.887,41.887,500,0
2017-10-13,19:10:00,41.889,41.89,41.871,41.89,1133,0
2017-10-13,19:20:00,41.89,41.89,41.89,41.89,200,0
2017-10-13,19:30:00,41.9148,41.9168,41.9148,41.9168,200,0
2017-10-13,19:50:00,41.9236,41.924,41.896,41.924,558,0
2017-10-13,20:00:00,41.9321,41.9321,41.9321,41.9321,200,0
2017-10-13,20:10:00,41.89,41.9138,41.89,41.9138,770,0
2017-10-13,20:15:00,41.8813,41.8972,41.88,41.8972,2209,0
2017-10-13,21:15:00,41.9087,41.9087,41.9087,41.9087,100,0
2017-10-13,21:55:00,41.89,41.89,41.89,41.89,142,0
2017-10-13,22:00:00,41.89,41.89,41.89,41.89,200,0
2017-10-16,15:35:00,42.08,42.08,42.08,42.08,2187,0
2017-10-16,15:40:00,42.0244,42.0244,42.0244,42.0244,1025,0
2017-10-16,15:55:00,41.99,41.9995,41.99,41.99,1300,0
2017-10-16,16:00:00,41.947,42.01,41.91,42.01,1275,0
2017-10-16,16:05:00,41.9567,41.9567,41.9567,41.9567,200,0
2017-10-16,16:45:00,41.8628,41.8631,41.8628,41.8631,294,0
2017-10-16,16:50:00,41.8643,41.8643,41.8643,41.8643,915,0
2017-10-16,17:00:00,41.865,41.865,41.8564,41.8564,1200,0
2017-10-16,17:05:00,41.87,41.87,41.87,41.87,200,0
2017-10-16,17:50:00,41.9001,41.9001,41.9001,41.9001,304,0
2017-10-16,18:00:00,41.9113,41.9113,41.9113,41.9113,110,0
2017-10-16,18:05:00,41.9096,41.9096,41.9096,41.9096,608,0
2017-10-16,18:15:00,41.9,41.9,41.9,41.9,150,0
2017-10-16,18:25:00,41.81,41.81,41.81,41.81,148,0
2017-10-16,19:10:00,41.8596,41.8596,41.8596,41.8596,250,0
2017-10-16,20:20:00,41.8536,41.8536,41.8536,41.8536,164,0
2017-10-16,20:45:00,41.8578,41.8578,41.8578,41.8578,1100,0
2017-10-16,21:50:00,41.86,41.8646,41.86,41.8646,757,0
2017-10-16,21:55:00,41.87,41.87,41.87,41.87,100,0
2017-10-16,22:00:00,41.87,41.88,41.87,41.88,300,0
