Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-12-05,17:00:00,266.41,266.71,266.41,266.64,44735,0
2017-12-05,17:05:00,266.66,266.825,266.66,266.8,16502,0
2017-12-05,17:10:00,266.82,266.88,266.81,266.88,12945,0
2017-12-05,17:15:00,266.88,266.97,266.88,266.88,16339,0
2017-12-05,17:20:00,266.9,266.9304,266.8696,266.9099,14222,0
2017-12-05,17:25:00,266.89,266.95,266.84,266.869,14692,0
2017-12-05,17:30:00,266.86,266.91,266.83,266.88,15734,0
2017-12-05,17:35:00,266.8944,266.95,266.83,266.83,12324,0
2017-12-05,17:40:00,266.83,266.83,266.7,266.74,45187,0
2017-12-05,17:45:00,266.76,266.82,266.76,266.801,8297,0
2017-12-05,17:50:00,266.81,266.84,266.77,266.8336,15223,0
2017-12-05,17:55:00,266.81,266.84,266.68,266.69,9249,0
2017-12-05,18:00:00,266.67,266.67,266.41,266.43,42613,0
2017-12-05,18:05:00,266.44,266.49,266.1,266.1,41210,0
2017-12-05,18:10:00,266.1,266.23,266.09,266.2,18779,0
2017-12-05,18:15:00,266.2,266.3,266.2,266.25,15201,0
2017-12-05,18:20:00,266.25,266.3,266.14,266.2553,45529,0
2017-12-05,18:25:00,266.26,266.26,266.05,266.13,79714,0
2017-12-05,18:30:00,266.13,266.2662,266.13,266.2405,15899,0
2017-12-05,18:35:00,266.2302,266.38,266.22,266.38,18691,0
2017-12-05,18:40:00,266.39,266.39,266.26,266.29,31510,0
2017-12-05,18:45:00,266.3257,266.33,266.23,266.2801,12269,0
2017-12-05,18:50:00,266.3053,266.345,266.2,266.22,10507,0
2017-12-05,18:55:00,266.237,266.27,266.15,266.2061,10923,0
